date,daily_return,daily_return_2
2022-01-03,0.00951262453505847,0.00777056826663684
2022-01-04,0.0018843127664617777,-0.0004138974903143029
2022-01-05,-0.006899715152535036,-0.017306803652365997
2022-01-06,-0.014102418568524327,-0.007350782861318131
2022-01-07,-0.020446212698392554,-0.0136524533248549
2022-01-10,-0.001313617090167144,-0.008790766538053295
2022-01-11,-0.009605670995116028,-0.0031908786053386957
2022-01-12,-0.010221559599345132,-0.0062600483478817
2022-01-13,-0.0037196950708389106,-0.00035655168839509406
2022-01-14,-0.002018460281320177,-0.004233155648196101
2022-01-17,-0.024267828157758308,-0.013550584088968904
2022-01-18,0.0077514659057642665,0.0022847198632793184
2022-01-19,-0.02176845605910026,-0.007736340269994286
2022-01-20,0.017096241085543466,0.010879372983710714
2022-01-21,0.004405681115998624,-0.004369212739120108
2022-01-24,-0.006218445181333141,-0.002659486872714488
2022-01-25,0.01192996537380774,0.00749618480073567
2022-01-26,-0.0012921353808255697,-0.0017925032238669748
2022-01-27,0.005409209676232842,-0.003502785427334948
2022-01-28,-0.00042772920552794943,0.005041051377320729
2022-01-31,0.00946531380130275,0.0020212036809986876
2022-02-01,0.009114224543758296,0.013381711935992451
2022-02-02,-0.010573341413930657,-0.00964372475926377
2022-02-03,-0.0076249177844361585,-0.00441256637389079
2022-02-04,0.001932270521124315,0.0009352977104638043
2022-02-07,-0.0036001015163517063,-0.0014041887718124401
2022-02-08,-0.02434914216554451,-0.0013924102491168055
2022-02-09,0.018761175349217764,0.008765266187177644
2022-02-10,-0.02324977373868806,-0.003602577473481687
2022-02-11,-0.02231542853744764,-0.010271966001594066
2022-02-14,-0.014261124197329384,-0.01203171222364176
2022-02-15,0.0041485124044634576,0.008766909747103388
2022-02-16,0.016460125066302705,0.014080197071467732
2022-02-17,-0.003854150525900867,0.0024596939444354086
2022-02-18,-0.005410773505445041,-0.009916386112890363
2022-02-21,0.0002390146428778721,0.0026574668112387964
2022-02-22,-0.005168597432540227,-0.005113737941867167
2022-02-23,-0.0006763477539778653,-0.001116636648688616
2022-02-24,-0.012899714593630075,-0.008397120173567984
2022-02-25,0.00288257432619766,0.0019328863325708797
2022-02-28,0.0024257939815601538,0.009407694082320405
2022-03-01,-0.025854174163439516,-0.013620303539827334
2022-03-02,-0.0026022594532382898,-0.01078516085920901
2022-03-03,0.0001291581767584849,0.006311833474715476
2022-03-04,0.0041122476026304745,0.002905564092801456
2022-03-07,-0.00966089756439701,-0.005138901625958998
2022-03-08,-0.014780342642624955,-0.01800150574982844
2022-03-09,-0.011007340805091576,-0.004605637868779128
2022-03-10,0.003980409641909273,-0.00010658155415383752
2022-03-11,-0.010018355089919037,-0.0012329132623166705
2022-03-14,-0.009141438115235788,-0.0032037217990903053
2022-03-15,0.009937655777004572,0.010101189857309676
2022-03-16,-0.009361575894791125,-0.007482204591256626
2022-03-17,-0.010486326207536771,-0.015438539327150818
2022-03-18,-0.002412375635133711,0.0033965380847175088
2022-03-21,0.0004861051640677326,0.0023934127720752372
2022-03-22,0.008876296586712488,0.0036726789808172716
2022-03-23,-0.010293276811910163,-0.008961288162986834
2022-03-24,-0.01718154594435296,-0.014736984278704656
2022-03-25,-0.002724966515655724,-0.01044766292523358
2022-03-28,0.004936368157294202,-0.00292419748458858
2022-03-29,-0.01631526543249413,-0.010139720490041011
2022-03-30,-0.006372630157846969,0.0042237419417575
2022-03-31,0.0015619578810330357,0.0032030004326401326
2022-04-01,0.0008102430002212969,0.008510039696640001
2022-04-04,-0.0006664100908260803,-0.005448961943607441
2022-04-05,-0.004068895173775524,0.0038420711639603738
2022-04-06,-0.009493464580715007,-0.007776744493515735
2022-04-07,-0.010781380009611975,0.0008628180886652266
2022-04-08,0.010062622342720784,0.012179549260267972
2022-04-11,-0.012672097148854831,-0.007426444265729867
2022-04-12,0.010780000985175472,0.007140485574436263
2022-04-13,-0.014650584358653277,-0.002703176776936096
2022-04-14,0.027535817869728467,0.012542668799897405
2022-04-15,-0.01888110928883392,-0.022143220006979762
2022-04-18,0.014542742994540782,0.012810294111163186
2022-04-19,-0.010470721577902043,0.004613175494007477
2022-04-20,-0.0026561548050669124,-0.011074610561203005
2022-04-21,-0.0021555257091474956,-0.0002451028906711075
2022-04-22,-0.008022226650767548,-0.010724107622062391
2022-04-25,0.020783926348223857,0.011020255466943452
2022-04-26,-0.0005508465384172295,-0.00533062862667359
2022-04-27,-0.014710737429953536,-0.004451836926575952
2022-04-28,0.004965603079512942,0.0002534417668318698
2022-04-29,0.0056240174661313265,0.0024101723036788507
2022-05-02,0.1748425237194541,0.09948666442151753
2022-05-03,-0.16825801732486942,-0.09729034740600054
2022-05-04,0.0006895578792877383,-0.0021356338189898218
2022-05-05,0.008203356602681025,0.0030301414465564855
2022-05-06,-0.19667220757153228,-0.11838131588910357
2022-05-09,0.21240223590614746,0.12018252760385817
2022-05-10,-0.004082828680274049,-0.002553909971246393
2022-05-11,0.009103726831466015,-0.002597242625344022
2022-05-12,-0.178729287231294,-0.1083280883739201
2022-05-13,-0.014892773731328215,-0.010034434964403694
2022-05-16,-0.005448691737581977,-0.005271035986138674
2022-05-17,-0.004833123986084571,-0.0038990223993080864
2022-05-18,-0.002621545059158811,-0.004945049946561327
2022-05-19,0.022842920645436738,0.016259569195490542
2022-05-20,-0.0037728730474946783,-0.0022808077565734317
2022-05-23,0.004773366654260695,0.0005065086075721659
2022-05-24,0.016553333534166312,0.00878586824511382
2022-05-25,0.005036535334860688,-0.00036338251664221445
2022-05-26,0.004318775724044341,0.001953741984850041
2022-05-27,0.01297958707930348,0.006220911049258119
2022-05-30,0.0019731068978826433,-0.00782430313762776
2022-05-31,0.0018598238088663708,0.009353613882324547
2022-06-01,0.006887385438254649,0.0019075219457920867
2022-06-02,0.004120768860796876,-0.0008847299469026586
2022-06-03,-0.006803575256342968,-0.0025799863984101697
2022-06-06,-0.01165890835394844,-0.017441590817539522
2022-06-07,-0.0011337249571100234,-0.0026694288530840797
2022-06-08,0.01398012033385506,0.009919739034553917
2022-06-09,-0.0022641575599886164,-0.0026821055610465987
2022-06-10,0.01148429491914847,0.007209586733177048
