date,open,high,low,close,volume
2026-05-27 13:30:00,308.3299865722656,313.260009765625,308.29998779296875,310.8500061035156,50430900
2026-05-28 13:30:00,310.67999267578125,312.79998779296875,309.57000732421875,312.510009765625,48220400
2026-05-29 13:30:00,311.7799987792969,315.0,309.5299987792969,312.05999755859375,70026800
2026-06-01 13:30:00,309.6300048828125,310.94000244140625,305.0199890136719,306.30999755859375,48849900
2026-06-02 13:30:00,307.4599914550781,315.45001220703125,306.69000244140625,315.20001220703125,44534700
2026-06-03 13:30:00,314.17999267578125,316.94000244140625,308.8500061035156,310.260009765625,50836700
2026-06-04 13:30:00,313.2300109863281,313.5400085449219,309.6499938964844,311.2300109863281,44869100
2026-06-05 13:30:00,312.8599853515625,315.1700134277344,307.1499938964844,307.3399963378906,65310500
2026-06-08 13:30:00,308.739990234375,317.3999938964844,301.1700134277344,301.5400085449219,77949100
2026-06-09 13:30:00,300.2799987792969,300.75,287.7799987792969,290.54998779296875,70108800
2026-06-10 13:30:00,290.739990234375,294.75,287.3800048828125,291.5799865722656,52793300
2026-06-11 13:30:00,293.7200012207031,297.0,289.5899963378906,295.6300048828125,42572500
2026-06-12 13:30:00,296.0299987792969,297.1400146484375,289.6199951171875,291.1300048828125,38742100
2026-06-15 13:30:00,294.1199951171875,297.7799987792969,291.70001220703125,296.4200134277344,45732600
2026-06-16 13:30:00,295.25,300.4800109863281,293.9700012207031,299.239990234375,39874400
2026-06-17 13:30:00,300.8500061035156,302.07000732421875,294.3599853515625,295.95001220703125,42745100
2026-06-18 13:30:00,298.1099853515625,300.57000732421875,295.6199951171875,298.010009765625,85962200
2026-06-22 13:30:00,297.30999755859375,302.4200134277344,296.760009765625,297.010009765625,44879900
2026-06-23 13:30:00,297.5400085449219,301.6400146484375,294.17999267578125,294.29998779296875,52010900
2026-06-24 13:30:00,295.3599853515625,299.70001220703125,292.94000244140625,293.0799865722656,53081900
2026-06-25 13:30:00,287.3999938964844,288.79998779296875,273.75,275.1499938964844,107013700
2026-06-26 13:30:00,275.0,285.95001220703125,274.2099914550781,283.7799987792969,261775500
2026-06-29 13:30:00,286.7300109863281,288.3699951171875,279.8500061035156,281.739990234375,66427000
2026-06-30 13:30:00,281.1700134277344,289.94000244140625,280.70001220703125,289.3599853515625,65100200
2026-07-01 13:30:00,293.44000244140625,296.5899963378906,289.20001220703125,294.3800048828125,50164200
2026-07-02 13:30:00,294.1199951171875,309.4200134277344,293.67999267578125,308.6300048828125,75352800
2026-07-06 13:30:00,307.3599853515625,314.20001220703125,307.0,312.6600036621094,53590000
2026-07-07 13:30:00,315.2900085449219,315.4800109863281,310.1499938964844,310.6600036621094,42490000
2026-07-08 13:30:00,311.9100036621094,314.82000732421875,307.04998779296875,313.3900146484375,41323500
2026-07-09 13:30:00,310.510009765625,316.5299987792969,308.1600036621094,316.2200012207031,48124500
2026-07-10 13:30:00,314.7200012207031,316.9100036621094,312.1700134277344,315.32000732421875,34132300
2026-07-13 13:30:00,317.0199890136719,323.45001220703125,315.7799987792969,317.30999755859375,43257800
2026-07-14 13:30:00,313.760009765625,316.19000244140625,311.9100036621094,314.8599853515625,36336800
2026-07-15 13:30:00,317.6199951171875,328.7300109863281,317.32000732421875,327.5,60957600
2026-07-16 13:30:00,328.010009765625,334.67999267578125,326.7900085449219,333.260009765625,62970600
2026-07-17 13:30:00,331.9800109863281,334.989990234375,329.0,333.739990234375,63407100
2026-07-20 13:30:00,333.510009765625,333.7099914550781,323.67999267578125,326.5899963378906,53468000
2026-07-21 13:30:00,323.1300048828125,329.6000061035156,322.2200012207031,327.739990234375,41338900
2026-07-22 13:30:00,327.8699951171875,329.0,323.3399963378906,325.8900146484375,38755900
2026-07-23 13:30:00,321.7300109863281,323.29998779296875,319.3500061035156,321.6600036621094,40840800
2026-07-24 13:30:00,321.7900085449219,334.3699951171875,321.6199951171875,333.0199890136719,47489400
2026-07-27 13:30:00,334.5400085449219,339.57000732421875,334.0199890136719,336.9100036621094,49604300
2026-07-28 13:30:00,340.0299987792969,342.8900146484375,335.6000061035156,340.0799865722656,51859000
2026-07-29 13:30:00,339.7300109863281,344.57000732421875,337.3500061035156,338.19000244140625,56090800
2026-07-30 13:30:00,333.1000061035156,334.75,329.5899963378906,333.42999267578125,74817800
2026-07-31 13:30:00,304.80999755859375,310.69000244140625,300.0,308.9100036621094,132489100
2026-08-03 13:30:00,309.5799865722656,311.79998779296875,302.55999755859375,303.4200134277344,75052000
2026-08-04 13:30:00,302.7300109863281,310.4200134277344,301.32000732421875,309.3800048828125,68001000
2026-08-05 13:30:00,309.3599853515625,311.7099914550781,305.6700134277344,311.0,49438800
2026-08-06 13:30:00,314.3399963378906,316.2900085449219,309.2300109863281,312.4100036621094,46139900
2026-08-07 13:30:00,311.45001220703125,314.80999755859375,310.739990234375,313.3299865722656,34437200
2026-08-10 13:30:00,306.8299865722656,308.260009765625,304.6099853515625,308.260009765625,44812500
2026-08-11 13:30:00,307.75,309.9700012207031,302.7900085449219,304.9100036621094,37476700
2026-08-12 13:30:00,305.1000061035156,305.6600036621094,300.57000732421875,302.25,41657800
2026-08-13 13:30:00,304.2099914550781,306.0,302.04998779296875,305.260009765625,40349300
2026-08-14 13:30:00,306.0,307.489990234375,304.29998779296875,305.92999267578125,28229400
2026-08-17 13:30:00,306.2099914550781,307.6600036621094,302.94000244140625,305.5899963378906,38169300
2026-08-18 13:30:00,307.5799865722656,311.489990234375,305.739990234375,310.0299987792969,53424500
2026-08-19 13:30:00,310.1400146484375,319.2799987792969,309.6000061035156,316.8299865722656,50505600
2026-08-20 13:30:00,317.4599914550781,320.2799987792969,310.6499938964844,311.29998779296875,40959200
2026-08-21 13:30:00,312.04998779296875,312.3800048828125,307.010009765625,309.3500061035156,46876800
2026-08-24 13:30:00,311.4700012207031,313.3599853515625,309.9700012207031,310.3399963378906,34673600
2026-08-25 13:30:00,310.7900085449219,313.5899963378906,308.2099914550781,309.8999938964844,25869800
2026-08-26 13:30:00,310.29998779296875,315.42999267578125,308.79998779296875,313.45001220703125,33897800
2026-08-27 13:30:00,310.5450134277344,313.5299987792969,309.40008544921875,312.8999938964844,8743589
